Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
Chris Duarte,SF,25,IND,46,897,8.6,.496,.523,.216,2.4,11.9,7.1,9.7,1.3,0.9,10.1,19.0,,-0.5,0.4,0.0,-0.003,,-2.9,-1.6,-4.5,-0.6
David Duke Jr.,SG,23,BRK,23,228,8.3,.497,.154,.218,5.5,8.7,7.1,13.1,2.1,0.4,17.4,20.1,,-0.3,0.2,-0.1,-0.011,,-6.3,-1.0,-7.3,-0.3
Kris Dunn,PG,28,UTA,22,568,19.1,.606,.167,.245,1.7,17.1,9.5,32.3,2.1,1.5,12.8,20.2,,1.3,0.6,1.9,.162,,0.7,1.7,2.4,0.6
Kevin Durant,PF,34,BRKPHO,47,1672,25.9,.677,.267,.387,1.2,19.5,10.5,24.5,1.0,3.4,13.4,30.7,,4.7,2.1,6.8,.194,,6.0,1.2,7.1,3.9
Jalen Duren,C,19,DET,67,1670,17.3,.655,.005,.394,14.7,25.1,19.7,6.8,1.3,3.1,16.5,14.3,,2.9,1.6,4.5,.129,,-0.4,-0.4,-0.8,0.5
Tari Eason,PF,21,HOU,82,1767,15.2,.525,.261,.220,12.0,18.9,15.4,7.4,2.6,2.6,12.2,19.3,,0.9,1.7,2.6,.070,,-1.3,-0.4,-1.7,0.1
Anthony Edwards,SG,21,MIN,79,2842,17.4,.564,.375,.274,1.9,15.9,9.0,19.3,2.1,1.8,13.0,29.9,,0.2,3.6,3.8,.064,,1.0,0.0,1.0,2.1
Kessler Edwards,SF,22,BRKSAC,36,385,8.4,.502,.591,.161,6.9,11.1,9.0,7.5,1.7,1.4,11.5,12.7,,0.1,0.3,0.4,.048,,-3.2,-0.7,-3.9,-0.2
Keon Ellis,SG,23,SAC,16,71,14.0,.629,.750,.438,6.5,6.4,6.4,10.5,3.4,1.2,5.0,12.1,,0.2,0.1,0.2,.162,,-0.1,1.4,1.3,0.1
Joel Embiid,C,28,PHI,66,2284,31.4,.655,.151,.581,5.9,28.3,17.3,22.9,1.4,4.6,11.9,37.0,,8.4,3.9,12.3,.259,,6.8,2.3,9.2,6.4
Drew Eubanks,C,25,POR,78,1584,16.2,.666,.054,.374,9.5,20.9,15.2,9.2,1.2,5.7,14.7,12.5,,2.9,1.6,4.4,.134,,-0.9,0.9,0.1,0.8
Bruno Fernando,C,24,HOUATL,39,405,16.6,.571,.036,.446,14.5,22.8,18.6,10.8,0.7,8.1,15.7,16.3,,0.5,0.4,0.9,.109,,-2.8,0.7,-2.0,0.0
Dorian Finney-Smith,PF,29,DALBRK,66,2009,9.2,.523,.675,.118,6.5,11.5,9.0,6.7,1.4,1.6,10.5,13.2,,0.6,1.6,2.1,.051,,-1.7,-0.3,-2.0,0.0
Malachi Flynn,PG,24,TOR,53,691,8.7,.479,.550,.136,2.3,10.8,6.2,13.7,1.5,0.6,8.9,17.4,,0.0,0.5,0.5,.034,,-3.3,-0.8,-4.1,-0.4
Simone Fontecchio,SF,27,UTA,52,766,8.0,.495,.612,.141,4.4,7.7,6.1,7.5,0.9,0.9,10.5,20.2,,-0.4,0.3,-0.1,-0.004,,-3.0,-2.1,-5.2,-0.6
Bryn Forbes,SG,29,MIN,25,268,6.2,.497,.554,.181,1.7,4.5,3.1,8.2,1.2,0.7,11.8,16.2,,-0.2,0.2,0.0,.000,,-4.8,-1.5,-6.3,-0.3
Trent Forrest,SG,24,ATL,23,277,6.1,.424,.033,.050,2.0,12.8,7.3,16.5,1.2,0.6,19.7,11.6,,-0.2,0.2,-0.1,-0.011,,-5.3,0.2,-5.1,-0.2
Michael Foster Jr.,PF,20,PHI,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.010,,-7.2,-1.9,-9.2,0.0
Evan Fournier,SG,30,NYK,27,459,6.9,.471,.687,.127,1.0,10.8,5.9,10.6,1.7,0.6,11.2,18.4,,-0.3,0.4,0.1,.010,,-4.0,0.0,-4.0,-0.2
De'Aaron Fox,PG,25,SAC,73,2435,21.8,.599,.276,.331,1.9,12.4,7.2,29.6,1.6,0.8,10.6,30.1,,5.5,1.8,7.4,.146,,3.4,-0.9,2.5,2.7
Markelle Fultz,PG,24,ORL,60,1778,16.6,.564,.128,.211,4.4,10.5,7.4,29.8,2.4,1.4,15.8,21.3,,1.7,2.0,3.7,.100,,-0.1,0.7,0.5,1.2
Wenyen Gabriel,C,25,LAL,68,1024,14.4,.626,.138,.323,12.6,17.2,15.0,4.8,1.2,2.9,13.4,14.1,,1.5,1.3,2.8,.132,,-2.3,0.1,-2.2,-0.1
Daniel Gafford,C,24,WAS,78,1604,19.7,.739,.000,.473,11.7,18.0,15.0,7.5,1.0,5.2,15.1,15.2,,4.2,1.9,6.1,.184,,0.4,0.6,1.0,1.2
Darius Garland,PG,23,CLE,69,2447,18.8,.587,.365,.284,1.3,7.6,4.5,34.1,1.7,0.3,13.5,26.9,,4.5,3.0,7.6,.148,,3.2,-0.7,2.4,2.7
Usman Garuba,C,20,HOU,75,970,12.9,.569,.333,.266,13.4,21.4,17.4,8.8,2.2,2.9,19.2,10.5,,0.9,0.9,1.8,.091,,-2.0,0.6,-1.4,0.2
Luka Garza,C,24,MIN,28,243,23.0,.652,.336,.448,15.5,13.5,14.5,11.8,0.6,0.7,9.2,26.9,,0.9,0.2,1.1,.211,,2.2,-2.6,-0.4,0.1
Rudy Gay,PF,36,UTA,56,816,9.0,.475,.453,.171,4.4,17.0,10.8,9.4,1.1,1.9,10.7,17.7,,-0.4,0.7,0.3,.018,,-3.6,-0.4,-4.0,-0.4
Paul George,SF,32,LAC,56,1939,19.6,.588,.424,.293,2.6,17.0,9.9,24.2,2.1,0.9,13.4,29.5,,2.3,2.3,4.6,.114,,2.4,0.3,2.8,2.3
Taj Gibson,C,37,WAS,49,480,11.4,.585,.192,.336,7.7,13.6,10.8,9.6,1.5,2.1,15.3,15.3,,0.4,0.5,0.8,.082,,-3.6,0.5,-3.2,-0.1
Josh Giddey,PF,20,OKC,76,2367,17.1,.533,.209,.130,6.6,20.9,13.6,29.9,1.1,1.2,15.1,24.6,,1.3,2.7,4.0,.081,,1.5,-0.3,1.2,1.9
Shai Gilgeous-Alexander,PG,24,OKC,68,2416,27.2,.626,.122,.535,2.6,12.2,7.3,25.7,2.2,2.5,10.1,32.8,,8.4,3.0,11.4,.226,,5.7,1.5,7.3,5.6
Anthony Gill,PF,30,WAS,59,624,11.1,.604,.220,.508,6.9,10.6,8.8,7.2,0.5,1.6,8.5,12.3,,1.0,0.4,1.3,.101,,-2.4,-0.9,-3.3,-0.2
Jacob Gilyard,PG,24,MEM,1,41,7.3,.500,1.000,.000,0.0,10.3,5.2,19.4,3.5,0.0,40.0,5.1,,0.0,0.1,0.1,.079,,-7.8,1.7,-6.1,0.0
Rudy Gobert,C,30,MIN,70,2148,18.9,.675,.005,.623,12.2,29.8,21.2,5.6,1.2,3.9,14.9,16.3,,4.3,3.5,7.8,.174,,0.0,0.7,0.7,1.4
Jordan Goodwin,PG,24,WAS,62,1106,14.8,.531,.334,.195,6.0,14.3,10.3,20.8,2.6,2.0,12.9,17.3,,0.9,1.3,2.2,.097,,-0.7,1.4,0.7,0.8
Aaron Gordon,PF,27,DEN,68,2055,19.5,.617,.227,.413,9.4,15.4,12.5,14.2,1.3,2.2,9.8,21.1,,4.6,2.2,6.8,.158,,2.4,-0.3,2.1,2.1
Eric Gordon,SG,34,HOULAC,69,1965,11.8,.587,.545,.265,0.9,6.7,3.8,13.4,1.1,1.2,12.5,17.8,,1.8,0.5,2.3,.056,,-0.5,-1.4,-1.9,0.1
Devonte' Graham,PG,27,NOPSAS,73,1338,12.5,.552,.784,.304,1.6,8.7,5.1,19.4,1.6,1.1,9.8,17.1,,1.5,1.0,2.5,.091,,0.1,-0.2,-0.1,0.6
Jerami Grant,PF,28,POR,63,2246,16.0,.606,.393,.375,2.7,11.9,7.2,10.3,1.1,2.1,9.8,22.8,,3.1,1.0,4.1,.087,,1.2,-1.4,-0.2,1.0
RaiQuan Gray,PF,23,BRK,1,35,15.5,.621,.417,.167,9.9,18.8,14.4,29.0,0.0,2.4,23.7,21.4,,0.0,0.0,0.1,.106,,-0.6,-1.4,-2.0,0.0
A.J. Green,SG,23,MIL,35,345,11.5,.607,.840,.032,1.9,11.3,6.8,8.7,0.8,0.0,6.6,16.6,,0.5,0.3,0.8,.111,,-0.3,-0.6,-0.9,0.1
Danny Green,SG,35,MEMCLE,11,138,10.8,.617,.755,.020,2.5,9.1,5.8,6.1,2.2,2.0,16.8,18.9,,0.0,0.2,0.2,.059,,-2.1,0.2,-1.9,0.0
Draymond Green,PF,32,GSW,73,2297,12.2,.592,.276,.228,3.2,21.6,12.6,27.8,1.5,2.3,28.1,13.2,,1.6,3.1,4.7,.098,,-1.8,2.6,0.8,1.6
Jalen Green,SG,20,HOU,76,2602,14.5,.538,.408,.341,1.8,10.3,6.0,17.3,1.1,0.7,11.3,28.1,,1.4,0.5,1.8,.034,,0.5,-2.6,-2.1,0.0
JaMychal Green,PF,32,GSW,57,797,15.5,.650,.440,.266,10.1,18.0,14.1,8.9,1.5,2.5,15.6,17.5,,1.2,1.0,2.2,.133,,-0.7,0.2,-0.5,0.3
Javonte Green,SF,29,CHI,32,480,14.5,.646,.324,.417,6.5,14.2,10.4,6.4,2.4,4.2,13.5,13.6,,0.6,0.8,1.4,.142,,-1.1,2.5,1.4,0.4
Jeff Green,PF,36,DEN,56,1091,11.0,.576,.317,.357,4.1,10.9,7.6,8.3,0.8,1.4,10.8,17.0,,0.8,0.8,1.7,.074,,-2.4,-1.0,-3.4,-0.4
Josh Green,SG,22,DAL,60,1539,11.2,.645,.442,.246,4.1,9.7,6.9,9.7,1.4,0.3,14.5,14.6,,1.7,0.9,2.6,.082,,-1.9,-0.6,-2.4,-0.2
AJ Griffin,SF,19,ATL,72,1401,12.6,.577,.486,.088,2.9,9.2,6.0,7.0,1.4,0.7,7.1,17.9,,1.3,0.9,2.2,.075,,-0.3,-0.5,-0.8,0.4
Blake Griffin,C,33,BOS,41,569,13.1,.590,.508,.246,9.2,20.4,14.9,14.2,1.2,1.4,13.2,12.7,,1.0,0.8,1.8,.153,,-1.4,1.5,0.1,0.3
Quentin Grimes,SG,22,NYK,71,2121,11.7,.619,.676,.163,2.5,9.4,5.9,9.7,1.1,1.2,9.7,14.4,,3.2,1.6,4.8,.108,,-0.3,0.1,-0.1,1.0
Rui Hachimura,PF,24,WASLAL,63,1466,13.2,.556,.274,.204,4.1,16.5,10.5,5.8,0.6,1.5,7.7,20.2,,0.6,1.3,1.8,.060,,-1.3,-1.0,-2.2,-0.1
Tyrese Haliburton,PG,22,IND,56,1883,23.6,.624,.478,.239,1.9,10.1,6.0,47.6,2.3,1.1,13.2,23.8,,6.4,1.2,7.6,.195,,7.0,0.2,7.2,4.4
Jordan Hall,SF,21,SAS,9,83,5.5,.438,.536,.321,3.8,12.3,7.9,17.0,0.6,0.0,18.0,19.4,,-0.1,0.0,-0.1,-0.077,,-4.7,-2.9,-7.6,-0.1
R.J. Hampton,SG,21,ORLDET,47,750,10.8,.558,.489,.321,2.6,10.5,6.5,10.4,1.7,1.1,13.4,17.8,,0.1,0.5,0.7,.042,,-2.3,-0.6,-2.9,-0.2
Tim Hardaway Jr.,SF,30,DAL,71,2152,12.1,.554,.649,.195,1.1,12.6,6.8,9.0,1.1,0.5,6.1,20.6,,1.0,1.3,2.3,.051,,-0.3,-1.5,-1.8,0.1
James Harden,PG,33,PHI,58,2135,21.6,.607,.496,.429,2.3,17.1,9.8,43.3,1.6,1.4,16.3,25.0,,5.8,2.6,8.4,.188,,5.1,0.3,5.4,4.0
Jaden Hardy,SG,20,DAL,48,708,14.6,.571,.468,.237,1.8,13.0,7.3,14.9,1.2,0.9,11.1,26.4,,0.2,0.5,0.7,.048,,-0.4,-1.9,-2.3,0.0
Ron Harper Jr.,PF,22,TOR,9,48,15.7,.608,.563,.063,6.6,10.2,8.3,11.9,0.0,2.0,0.0,14.6,,0.1,0.0,0.2,.158,,2.4,-1.2,1.2,0.0
Montrezl Harrell,C,29,PHI,57,681,17.6,.631,.029,.483,11.8,15.7,13.8,7.4,1.2,3.4,12.1,18.9,,1.3,0.8,2.2,.153,,-0.9,-0.4,-1.3,0.1
Gary Harris,SG,28,ORL,48,1184,10.5,.620,.710,.098,2.0,7.4,4.7,6.9,1.8,1.0,8.0,12.6,,1.3,1.1,2.3,.095,,-1.4,0.7,-0.7,0.4
Joe Harris,SF,31,BRK,74,1527,10.6,.621,.757,.064,1.7,10.1,6.0,9.1,1.1,0.7,8.3,14.3,,1.5,1.1,2.6,.083,,-0.6,-0.6,-1.1,0.3
Kevon Harris,SG,25,ORL,34,457,9.2,.564,.402,.383,6.9,10.4,8.7,4.7,1.8,1.1,14.4,13.7,,0.2,0.4,0.6,.065,,-3.5,-0.1,-3.6,-0.2
Tobias Harris,SF,30,PHI,74,2436,14.8,.602,.383,.153,3.3,17.0,10.3,11.4,1.4,1.5,9.0,18.2,,3.1,2.8,5.9,.116,,0.6,0.1,0.7,1.7
Shaquille Harrison,SG,29,POR,5,120,17.9,.516,.278,.417,1.0,20.3,10.5,34.9,4.5,1.5,12.3,17.6,,0.2,0.2,0.3,.137,,-2.5,2.6,0.1,0.1
Josh Hart,SF,27,PORNYK,76,2454,14.1,.622,.315,.338,6.5,21.0,13.7,16.1,1.8,0.8,16.4,12.6,,3.8,2.2,6.0,.118,,-0.2,1.1,0.9,1.8
Isaiah Hartenstein,C,24,NYK,82,1626,14.2,.567,.113,.217,14.1,22.2,18.1,8.3,1.6,3.7,15.6,11.2,,2.2,2.4,4.6,.136,,-1.5,1.2,-0.3,0.7
Udonis Haslem,C,42,MIA,7,71,6.2,.433,.310,.172,6.4,12.0,9.1,0.0,0.7,2.9,3.1,20.1,,-0.1,0.1,0.0,-0.009,,-8.2,-3.9,-12.1,-0.2
Sam Hauser,SF,25,BOS,80,1290,12.7,.634,.846,.043,3.0,14.1,8.6,7.6,1.1,1.4,6.9,14.7,,1.8,1.6,3.4,.128,,0.6,0.4,1.0,1.0
Jaxson Hayes,C,22,NOP,47,610,13.7,.605,.186,.532,7.3,17.3,12.3,7.7,1.6,3.0,13.9,15.7,,0.6,0.9,1.5,.118,,-2.2,1.0,-1.2,0.1
Killian Hayes,PG,21,DET,76,2154,10.2,.455,.351,.137,1.4,10.2,5.7,32.3,2.3,1.1,16.7,20.5,,-1.9,1.4,-0.5,-0.012,,-3.3,-0.5,-3.8,-1.0
Gordon Hayward,SF,32,CHO,50,1577,13.5,.563,.275,.274,2.2,12.6,7.3,19.3,1.3,0.7,13.2,20.0,,0.8,1.1,2.0,.059,,-1.1,-0.3,-1.4,0.2
Juancho Hernangómez,PF,27,TOR,42,614,7.6,.504,.588,.140,4.6,19.1,11.3,5.2,1.3,0.9,11.0,9.4,,0.1,0.6,0.7,.053,,-3.5,0.2,-3.3,-0.2
Willy Hernangómez,C,28,NOP,38,458,20.7,.610,.065,.615,14.4,30.1,22.3,10.7,1.8,2.7,15.4,23.8,,0.8,0.8,1.6,.171,,-0.2,0.5,0.3,0.3
Tyler Herro,SG,23,MIA,67,2337,15.3,.566,.484,.164,1.3,17.3,9.0,19.9,1.1,0.7,11.7,25.6,,1.1,2.4,3.5,.072,,1.5,-0.8,0.6,1.6
Buddy Hield,SF,30,IND,80,2482,15.4,.614,.652,.124,3.0,14.9,8.9,13.3,1.8,0.9,11.3,20.8,,2.7,1.6,4.4,.085,,2.5,-0.6,1.9,2.4
Haywood Highsmith,PF,26,MIA,54,969,8.5,.517,.505,.130,6.7,16.4,11.4,6.2,1.9,1.8,16.5,12.5,,-0.3,1.3,0.9,.046,,-3.7,0.7,-3.1,-0.3
George Hill,PG-SG,36,MILIND,46,834,10.6,.610,.572,.331,2.0,8.6,5.4,16.7,1.5,0.6,15.2,11.3,,1.1,0.8,1.9,.107,,-2.4,0.9,-1.5,0.1
Malcolm Hill,SF,27,CHI,5,9,15.4,.625,.750,.000,0.0,37.2,18.9,0.0,0.0,0.0,0.0,19.7,,0.0,0.0,0.0,.125,,1.6,0.8,2.4,0.0
Aaron Holiday,PG,26,ATL,63,845,9.4,.528,.400,.145,3.2,6.4,4.8,13.0,2.1,1.2,13.3,13.4,,0.3,0.6,0.9,.053,,-2.9,0.9,-2.0,0.0
Jrue Holiday,PG,32,MIL,67,2183,19.2,.586,.402,.173,3.9,12.0,8.1,34.4,1.7,0.9,15.2,25.0,,3.9,2.8,6.7,.148,,3.0,0.1,3.1,2.8
Justin Holiday,SF,33,ATLDAL,46,706,6.6,.494,.701,.039,0.8,8.1,4.4,7.5,1.3,2.3,9.6,14.1,,-0.4,0.5,0.1,.008,,-3.7,-0.1,-3.9,-0.3
Richaun Holmes,C,29,SAC,42,348,12.9,.668,.090,.213,9.6,16.6,13.1,3.5,0.4,2.8,12.6,13.7,,0.6,0.3,0.8,.113,,-2.0,-0.9,-2.9,-0.1
Al Horford,C,36,BOS,63,1922,13.8,.631,.678,.044,4.2,17.7,11.1,13.2,0.8,2.7,7.0,11.9,,3.6,2.7,6.3,.157,,1.6,1.7,3.3,2.5
Talen Horton-Tucker,SG,22,UTA,65,1313,13.7,.508,.331,.274,3.4,13.7,8.6,27.4,1.5,1.9,15.5,25.9,,-0.3,1.1,0.8,.029,,-1.1,-0.5,-1.6,0.2
Danuel House Jr.,SF,29,PHI,56,807,9.4,.600,.558,.305,1.3,12.2,6.9,7.5,0.9,1.0,10.4,13.8,,0.6,0.7,1.3,.075,,-2.5,-0.5,-3.0,-0.2
Caleb Houstan,SF,20,ORL,51,812,6.2,.508,.747,.099,4.7,9.1,6.9,4.9,0.7,0.8,8.7,11.0,,0.1,0.5,0.7,.039,,-3.1,-0.9,-4.0,-0.4
Trevor Hudgins,PG,23,HOU,5,28,4.2,.436,.889,.333,0.0,0.0,0.0,13.9,0.0,0.0,8.8,16.8,,0.0,0.0,0.0,-0.035,,-3.8,-4.7,-8.4,0.0
Kevin Huerter,SG,24,SAC,75,2203,15.2,.617,.589,.151,2.2,10.8,6.5,14.1,1.7,1.0,9.5,19.9,,3.3,1.7,4.9,.107,,1.4,-0.3,1.0,1.7
Jay Huff,C,24,WAS,7,95,22.3,.796,.480,.640,7.3,16.9,12.3,14.7,1.5,3.6,13.5,16.9,,0.4,0.1,0.5,.261,,2.8,1.2,4.0,0.1
De'Andre Hunter,SF,25,ATL,67,2126,11.5,.563,.348,.252,2.3,12.4,7.3,6.0,0.8,0.7,8.2,19.7,,1.4,1.2,2.5,.057,,-1.9,-1.4,-3.3,-0.7
Bones Hyland,PG,22,DENLAC,56,1085,14.9,.535,.552,.179,2.1,11.8,7.1,23.4,1.8,1.2,11.7,28.0,,0.3,1.1,1.4,.062,,0.4,-1.2,-0.8,0.3
Serge Ibaka,C,33,MIL,16,185,9.8,.553,.333,.241,8.8,15.7,12.4,2.9,0.5,3.1,15.6,16.1,,0.0,0.2,0.2,.058,,-4.6,0.0,-4.5,-0.1
Andre Iguodala,PF,39,GSW,8,113,7.3,.521,.600,.200,3.0,13.4,8.3,20.3,1.7,2.3,35.5,9.4,,0.0,0.1,0.1,.044,,-4.3,1.7,-2.5,0.0
Joe Ingles,SF,35,MIL,46,1044,10.7,.616,.819,.085,1.4,11.1,6.4,18.4,1.5,0.5,17.6,12.6,,1.1,1.2,2.3,.107,,-1.6,0.8,-0.7,0.3
Brandon Ingram,SF,25,NOP,45,1538,19.2,.582,.196,.326,1.7,16.4,9.1,28.1,1.0,1.2,13.4,30.8,,1.8,1.7,3.5,.108,,2.2,-0.4,1.7,1.5
Kyrie Irving,PG-SG,30,BRKDAL,60,2241,22.4,.613,.412,.227,3.0,12.3,7.7,25.4,1.4,1.7,8.8,28.9,,5.4,2.0,7.4,.159,,4.8,-0.7,4.1,3.5
Jonathan Isaac,PF,25,ORL,11,124,20.3,.483,.283,.170,13.7,26.5,20.1,7.3,5.5,3.1,6.6,21.1,,0.0,0.3,0.3,.130,,1.0,3.0,4.0,0.2
Jaden Ivey,SG,20,DET,74,2304,12.1,.528,.356,.362,3.4,10.7,6.9,26.2,1.3,0.7,17.2,25.4,,-0.9,0.8,0.0,-0.001,,-1.4,-1.9,-3.3,-0.7
Frank Jackson,PG,24,UTA,1,5,-6.8,.000,.333,.000,21.9,21.3,21.6,22.7,0.0,0.0,0.0,25.1,,0.0,0.0,0.0,-0.378,,-12.5,-9.8,-22.2,0.0
Isaiah Jackson,C,21,IND,63,1042,17.5,.595,.044,.459,12.1,18.0,15.0,7.0,1.4,7.7,11.8,17.4,,1.5,1.2,2.7,.124,,-1.7,0.9,-0.8,0.3
Jaren Jackson Jr.,C,23,MEM,63,1787,21.6,.613,.343,.372,6.4,18.8,12.6,5.0,1.7,9.6,10.1,24.7,,2.8,3.8,6.6,.177,,0.7,2.0,2.8,2.2
Justin Jackson,SF,27,BOS,23,107,6.3,.359,.741,.074,2.1,15.1,8.7,10.5,1.8,3.2,6.7,12.2,,-0.1,0.2,0.1,.025,,-4.2,1.6,-2.6,0.0
Quenton Jackson,PG,24,WAS,9,135,12.2,.542,.286,.524,1.7,4.8,3.3,15.1,1.4,0.6,7.2,17.9,,0.1,0.1,0.2,.078,,-3.7,-1.5,-5.1,-0.1
Reggie Jackson,PG,32,LACDEN,68,1657,10.0,.514,.450,.122,1.7,8.0,4.9,20.0,1.4,0.3,14.6,20.8,,-0.6,1.2,0.6,.018,,-2.9,-1.1,-3.9,-0.8
LeBron James,PF,38,LAL,55,1954,23.9,.583,.309,.268,3.7,20.8,12.5,33.5,1.2,1.4,11.6,33.3,,3.2,2.4,5.6,.138,,5.5,0.6,6.1,4.0
Ty Jerome,SG,25,GSW,45,816,12.8,.594,.372,.169,1.0,9.4,5.3,22.1,1.3,0.5,10.3,14.9,,1.4,0.7,2.1,.124,,-1.1,0.3,-0.8,0.3
Isaiah Joe,SG,23,OKC,73,1395,14.5,.626,.776,.197,2.0,11.6,6.7,8.7,1.6,0.5,6.6,17.7,,2.5,1.3,3.8,.131,,1.3,-0.4,0.9,1.0
Alize Johnson,PF,26,SAS,4,30,4.3,.509,.333,.333,7.0,30.3,18.2,4.2,1.6,0.0,36.8,15.0,,-0.1,0.0,-0.1,-0.099,,-7.4,-1.7,-9.1,-0.1
Cameron Johnson,PF,26,PHOBRK,42,1199,17.1,.617,.538,.253,3.2,14.0,8.6,9.6,2.0,1.0,6.6,20.6,,2.1,1.4,3.5,.142,,2.0,0.6,2.6,1.4
Jalen Johnson,SF,21,ATL,70,1042,14.1,.554,.323,.242,5.3,24.6,14.8,10.4,1.7,2.8,10.3,16.0,,0.8,1.3,2.1,.099,,-1.2,1.5,0.3,0.6
James Johnson,PF,35,IND,18,162,8.4,.486,.306,.163,2.7,17.8,10.3,12.6,2.1,3.2,13.2,15.7,,-0.1,0.2,0.1,.017,,-5.7,1.2,-4.4,-0.1
Keldon Johnson,SF,23,SAS,63,2063,15.3,.551,.366,.294,2.9,14.4,8.4,13.7,1.1,0.4,9.6,27.9,,0.7,0.5,1.3,.030,,0.7,-2.5,-1.8,0.1
Keon Johnson,SG,20,POR,40,416,9.0,.482,.455,.230,3.0,9.2,6.1,20.9,2.2,1.3,18.0,25.0,,-0.7,0.2,-0.5,-0.057,,-3.8,-1.6,-5.4,-0.4
Stanley Johnson,SF,26,SAS,30,469,13.5,.625,.328,.320,4.9,17.7,11.1,19.0,1.6,1.1,19.2,15.2,,0.5,0.3,0.7,.076,,-0.8,-0.2,-1.0,0.1
Nikola Jokić,C,27,DEN,69,2323,31.5,.701,.146,.406,8.5,31.3,20.2,46.6,1.8,1.8,17.0,27.2,,11.2,3.8,14.9,.308,,8.5,4.5,13.0,8.8
Carlik Jones,PG,25,CHI,7,56,11.1,.540,.400,.533,2.1,8.0,5.1,13.9,1.7,0.0,9.7,16.2,,0.0,0.1,0.1,.078,,-2.8,0.4,-2.5,0.0
Damian Jones,C,27,LALUTA,41,477,12.9,.719,.198,.337,9.7,17.7,13.8,4.1,0.8,3.7,18.9,10.7,,0.7,0.5,1.2,.119,,-2.0,0.3,-1.7,0.0
Derrick Jones Jr.,PF,25,CHI,64,893,13.8,.597,.348,.365,7.7,11.6,9.7,5.1,1.6,4.0,8.6,14.5,,1.2,1.2,2.4,.131,,-1.2,0.8,-0.4,0.3
Herbert Jones,PF,24,NOP,66,1951,12.1,.567,.333,.321,5.6,10.0,7.8,11.1,2.6,2.1,13.3,14.5,,1.5,2.7,4.2,.104,,-1.9,1.7,-0.3,0.8
Kai Jones,C,22,CHO,46,550,10.8,.597,.158,.217,7.0,17.0,11.9,3.7,1.5,4.7,19.1,12.4,,0.0,0.7,0.7,.062,,-4.8,0.8,-4.0,-0.3
Tre Jones,PG,23,SAS,68,1984,16.0,.534,.213,.231,3.0,10.8,6.7,31.5,2.1,0.4,11.8,19.3,,2.6,0.8,3.4,.082,,-0.2,-0.8,-1.0,0.5
Tyus Jones,PG,26,MEM,80,1940,16.0,.546,.459,.141,1.5,9.4,5.5,28.8,2.0,0.3,8.9,17.7,,3.4,2.3,5.7,.141,,1.2,0.3,1.6,1.7
DeAndre Jordan,C,34,DEN,39,586,14.7,.731,.009,.417,10.5,28.6,19.8,7.7,1.0,3.5,26.1,13.7,,0.5,0.9,1.4,.112,,-2.4,0.7,-1.8,0.0
Cory Joseph,PG,31,DET,62,1227,12.1,.558,.513,.205,1.8,7.9,4.8,25.4,1.3,0.6,12.8,15.2,,1.5,0.3,1.8,.070,,-0.7,-0.8,-1.5,0.2
Nikola Jović,PF,19,MIA,15,204,10.6,.530,.507,.275,5.0,13.1,8.9,7.3,1.7,1.0,11.4,19.0,,0.0,0.2,0.2,.053,,-3.4,0.0,-3.4,-0.1
Johnny Juzang,SG,21,UTA,18,232,6.5,.411,.606,.038,3.8,14.3,9.1,4.7,0.8,1.1,2.8,19.6,,-0.3,0.1,-0.2,-0.032,,-4.3,-2.2,-6.5,-0.3
Mfiondu Kabengele,PF,25,BOS,4,36,8.1,.381,.429,.286,15.4,14.9,15.2,0.0,2.7,0.0,11.3,10.8,,0.0,0.1,0.1,.067,,-6.6,-2.4,-8.9,-0.1
Frank Kaminsky,C,29,ATLHOU,36,235,15.3,.635,.524,.254,3.2,21.2,12.1,17.8,1.2,1.6,11.4,14.1,,0.5,0.2,0.7,.141,,1.2,1.7,2.8,0.3
Trevor Keels,SG,19,NYK,3,8,3.7,.375,1.000,.000,0.0,27.6,13.7,0.0,0.0,0.0,0.0,21.4,,0.0,0.0,0.0,-0.062,,-7.4,-5.6,-13.0,0.0
Luke Kennard,SG,26,LACMEM,59,1315,13.0,.684,.704,.102,1.2,11.8,6.6,9.4,1.2,0.3,10.3,14.5,,2.2,1.2,3.4,.124,,0.6,-0.1,0.5,0.8
Walker Kessler,C,21,UTA,74,1703,21.5,.702,.007,.384,14.9,24.4,19.7,5.7,0.7,8.6,10.7,13.3,,4.6,2.5,7.1,.200,,1.4,1.5,2.9,2.1
Braxton Key,SF,25,DET,3,9,18.6,1.064,.000,2.000,0.0,12.7,6.2,0.0,0.0,0.0,0.0,8.9,,0.0,0.0,0.0,.242,,2.1,0.8,2.9,0.0
Louis King,PF,23,PHI,1,29,21.3,.744,.615,.077,8.3,8.0,8.1,12.2,1.7,0.0,13.0,23.8,,0.1,0.0,0.1,.157,,3.3,-1.0,2.3,0.0
Corey Kispert,SF,23,WAS,74,2093,11.5,.657,.656,.150,1.8,8.9,5.5,5.7,0.7,0.4,8.1,14.1,,2.9,0.9,3.8,.088,,-0.1,-1.4,-1.5,0.2
